model,dataset_id,page_index,tokens_total,tokens_correct,tokens_wrong,extra_pred_tokens,substitutions,deletions,insertions,accuracy,accuracy_percent
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,34,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,1,2,2,0,7,0,0,7,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,35,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,36,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,37,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,38,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,39,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,40,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,41,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,42,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,43,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,5,9,8,1,0,1,0,0,0.888889,88.89
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,44,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,3,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,45,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,46,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,10,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,47,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,11,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,48,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,3,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,49,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,50,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,51,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,52,13,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,6,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,7,2,0,2,0,2,0,0,0.000000,0.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,53,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,4,8,6,2,0,2,0,0,0.750000,75.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,9,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Gemini-3.1 Flash-Lite-plain,54,10,6,3,3,0,3,0,0,0.500000,50.00
