model,dataset_id,page_index,tokens_total,tokens_correct,tokens_wrong,extra_pred_tokens,substitutions,deletions,insertions,accuracy,accuracy_percent
LLM OpenRouter Qwen3-VL-30B-plain,38,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,38,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,39,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,39,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,40,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,40,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,41,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,42,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,3,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,43,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,43,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,44,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,7,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,44,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,9,3,2,1,0,1,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,44,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,44,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,45,3,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,45,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,5,9,8,1,0,1,0,0,0.888889,88.89
LLM OpenRouter Qwen3-VL-30B-plain,45,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,45,11,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,45,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,46,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,46,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,10,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,47,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,47,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,48,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,48,11,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,48,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,5,9,8,1,0,1,0,0,0.888889,88.89
LLM OpenRouter Qwen3-VL-30B-plain,49,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,9,3,2,1,0,1,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,49,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,49,12,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,50,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,3,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,50,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,1,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,3,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,51,4,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,5,9,9,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,7,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,8,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,9,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,11,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,51,12,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,1,4,2,2,0,2,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,52,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,4,8,3,5,0,5,0,0,0.375000,37.50
LLM OpenRouter Qwen3-VL-30B-plain,52,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,6,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,52,7,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,52,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,9,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,52,10,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,52,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,52,13,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,53,1,4,1,3,0,3,0,0,0.250000,25.00
LLM OpenRouter Qwen3-VL-30B-plain,53,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,7,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,53,8,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,53,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,53,12,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,53,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,54,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,6,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,54,7,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,54,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,10,6,3,3,0,3,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,54,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,54,12,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,54,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,1,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,55,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,55,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,55,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,1,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,56,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,56,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,10,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,56,11,7,6,1,0,1,0,0,0.857143,85.71
LLM OpenRouter Qwen3-VL-30B-plain,56,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,56,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,57,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,5,3,3,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,6,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,57,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,57,13,2,1,1,0,1,0,0,0.500000,50.00
LLM OpenRouter Qwen3-VL-30B-plain,58,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,5,3,1,2,0,2,0,0,0.333333,33.33
LLM OpenRouter Qwen3-VL-30B-plain,58,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,10,6,4,2,0,2,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,58,11,7,7,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,58,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,1,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,59,2,4,3,1,0,1,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,59,3,6,5,1,0,1,0,0,0.833333,83.33
LLM OpenRouter Qwen3-VL-30B-plain,59,4,8,6,2,0,2,0,0,0.750000,75.00
LLM OpenRouter Qwen3-VL-30B-plain,59,5,3,2,1,0,1,0,0,0.666667,66.67
LLM OpenRouter Qwen3-VL-30B-plain,59,6,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,7,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,8,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,9,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,10,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,11,7,6,1,0,1,0,0,0.857143,85.71
LLM OpenRouter Qwen3-VL-30B-plain,59,12,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,59,13,2,2,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,60,1,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,60,2,4,4,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,60,3,6,6,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,60,4,8,8,0,0,0,0,0,1.000000,100.00
LLM OpenRouter Qwen3-VL-30B-plain,60,5,3,3,0,0,0,0,0,1.000000,100.00
