dataset_id,page_idx,gt_tokens,pred_tokens,correct,substitutions,deletions,insertions,accuracy
54,3,8,8,6,2,0,0,0.750000
54,4,3,3,3,0,0,0,1.000000
54,5,2,2,2,0,0,0,1.000000
54,6,2,2,2,0,0,0,1.000000
54,7,2,2,2,0,0,0,1.000000
54,8,6,6,4,2,0,0,0.666667
54,9,6,6,3,3,0,0,0.500000
54,10,7,7,7,0,0,0,1.000000
54,11,2,2,2,0,0,0,1.000000
54,12,2,2,2,0,0,0,1.000000
55,0,4,4,4,0,0,0,1.000000
55,1,4,4,4,0,0,0,1.000000
55,2,6,6,6,0,0,0,1.000000
55,3,8,8,8,0,0,0,1.000000
55,4,3,3,3,0,0,0,1.000000
55,5,2,2,2,0,0,0,1.000000
55,6,2,2,2,0,0,0,1.000000
55,7,2,2,2,0,0,0,1.000000
55,8,6,6,6,0,0,0,1.000000
55,9,6,6,6,0,0,0,1.000000
55,10,7,7,7,0,0,0,1.000000
55,11,2,2,2,0,0,0,1.000000
55,12,2,2,2,0,0,0,1.000000
56,0,4,4,3,1,0,0,0.750000
56,1,4,4,3,1,0,0,0.750000
56,2,6,6,6,0,0,0,1.000000
56,3,8,8,7,1,0,0,0.875000
56,4,3,3,3,0,0,0,1.000000
56,5,2,2,2,0,0,0,1.000000
56,6,2,2,2,0,0,0,1.000000
56,7,2,2,2,0,0,0,1.000000
56,8,6,6,6,0,0,0,1.000000
56,9,6,6,5,1,0,0,0.833333
56,10,7,7,6,1,0,0,0.857143
56,11,2,2,2,0,0,0,1.000000
56,12,2,2,2,0,0,0,1.000000
57,0,4,4,4,0,0,0,1.000000
57,1,4,4,3,1,0,0,0.750000
57,2,6,6,6,0,0,0,1.000000
57,3,8,8,8,0,0,0,1.000000
57,4,3,3,3,0,0,0,1.000000
57,5,2,2,2,0,0,0,1.000000
57,6,2,2,2,0,0,0,1.000000
57,7,2,2,2,0,0,0,1.000000
57,8,6,6,6,0,0,0,1.000000
57,9,6,6,6,0,0,0,1.000000
57,10,7,7,7,0,0,0,1.000000
57,11,2,2,2,0,0,0,1.000000
57,12,2,2,1,1,0,0,0.500000
58,0,4,4,4,0,0,0,1.000000
58,1,4,4,4,0,0,0,1.000000
58,2,6,6,6,0,0,0,1.000000
58,3,8,8,8,0,0,0,1.000000
58,4,3,3,3,0,0,0,1.000000
58,5,2,2,2,0,0,0,1.000000
58,6,2,2,2,0,0,0,1.000000
58,7,2,2,2,0,0,0,1.000000
58,8,6,6,6,0,0,0,1.000000
58,9,6,6,6,0,0,0,1.000000
58,10,7,7,7,0,0,0,1.000000
58,11,2,2,2,0,0,0,1.000000
58,12,2,2,2,0,0,0,1.000000
59,0,4,4,4,0,0,0,1.000000
59,1,4,4,3,1,0,0,0.750000
59,2,6,6,6,0,0,0,1.000000
59,3,8,8,8,0,0,0,1.000000
59,4,3,3,3,0,0,0,1.000000
59,5,2,2,1,1,0,0,0.500000
59,6,2,2,2,0,0,0,1.000000
59,7,2,2,2,0,0,0,1.000000
59,8,6,6,6,0,0,0,1.000000
59,9,6,6,6,0,0,0,1.000000
59,10,7,7,6,1,0,0,0.857143
59,11,2,2,2,0,0,0,1.000000
59,12,2,2,2,0,0,0,1.000000
60,0,4,4,4,0,0,0,1.000000
60,1,4,4,4,0,0,0,1.000000
60,2,6,6,6,0,0,0,1.000000
60,3,8,8,8,0,0,0,1.000000
60,4,3,3,3,0,0,0,1.000000
60,5,2,2,2,0,0,0,1.000000
60,6,2,2,2,0,0,0,1.000000
60,7,2,2,2,0,0,0,1.000000
60,8,6,6,6,0,0,0,1.000000
60,9,6,6,6,0,0,0,1.000000
60,10,7,7,7,0,0,0,1.000000
60,11,2,2,2,0,0,0,1.000000
60,12,2,2,2,0,0,0,1.000000
61,0,4,4,4,0,0,0,1.000000
61,1,4,4,4,0,0,0,1.000000
61,2,6,6,6,0,0,0,1.000000
61,3,8,8,8,0,0,0,1.000000
61,4,3,3,3,0,0,0,1.000000
61,5,2,2,2,0,0,0,1.000000
61,6,2,2,2,0,0,0,1.000000
61,7,2,2,2,0,0,0,1.000000
61,8,6,6,6,0,0,0,1.000000
61,9,6,6,6,0,0,0,1.000000
61,10,7,7,7,0,0,0,1.000000
61,11,2,2,2,0,0,0,1.000000
61,12,2,2,2,0,0,0,1.000000
